,property_description,number of rooms,quadrat (m^2),date,price (euro),region_Prishtine,region_other region in kosove,seasons_Autumn,seasons_Spring,seasons_Summer,seasons_Winter,neighborhood_Aktash,neighborhood_Arbëria (Dragodani),neighborhood_Bregu i Diellit,neighborhood_Dardania,neighborhood_Kalabria,neighborhood_Lagjen e Spitalit,neighborhood_Lagjja e Muhaxherëve,neighborhood_Lakrishta,neighborhood_Other,neighborhood_Qafa,neighborhood_Qendra,neighborhood_Tophane,neighborhood_Ulpiana
6613,banes pr qira aktash,1,78.0,2023-01-12,320.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6614,banesa  zyre 72m2 me qira te parku i qytetit rozi,2,72.0,2023-01-12,500.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6615,ofrohet pr qera banesa n prishtin,2,74.0,2023-01-12,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6616,banes me qira n emshir tek ubt,1,60.0,2023-01-11,250.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6617,banes me qira n emshir  kalabri,1,55.0,2023-01-11,350.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6618,banese me qera tek prishtina e re,2,65.0,2023-01-11,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6619,banes me qira n arbri  dragodan,2,80.0,2023-01-11,350.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6620,banesa me qera per zyre ne rrugen b,2,63.0,2023-01-11,250.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6621,banes me qira n rrugn c,1,60.0,2023-01-11,350.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6622,ofrohet pr qera banesa n prishtin,1,60.0,2023-01-11,400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6623,banesa 64m2 me qira te bregu i diellit rozi,1,64.0,2023-01-11,350.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6624,banesa 55m2 me qira ne qender rozi,1,55.0,2023-01-11,230.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6625,banesa 80m2 me qira te 4 llulla rozi,2,80.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6626,banese me qera ne dragodan,2,56.0,2023-01-10,400.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6627,banes me qira tek parku i qytetit,2,80.0,2023-01-10,320.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6628,banes me qira n qendr,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6629,banesa me qera ne fushkosove,2,60.0,2023-01-10,180.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6630,banes me qira n bregun e diellit,2,90.0,2023-01-10,550.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6631,banese me qera ne bregun e diellit,3,100.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6632,banes me qira n lagjen e spitalit,1,60.0,2023-01-10,240.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6633,banes me qira n dardani,1,65.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6634,banese me qira ne dardani,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6635,banese me qira ne arberi,1,70.0,2023-01-10,300.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6636,banese me qira ne arberi,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6637,banese me qira te qafa,3,120.0,2023-01-10,450.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6638,banese me qira ne dardani,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6639,banese me qira ne qender,1,40.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6640,banese me qira ne lagjen bregu i diellit,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6641,banese me qira te 4 llullat,1,60.0,2023-01-10,270.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6642,banese me qira ne dardani,1,60.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6643,banese me qira ne arberi,3,120.0,2023-01-10,450.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6644,banese me qira ne ulpiane,1,60.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6645,banese me qira ne emshir,2,70.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6646,banese me qira ne emshir,2,70.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6647,banese me qira ne lagjen e spitalit,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6648,banese me qira ne arberi,1,60.0,2023-01-10,280.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6649,banese me qira ne arberi,2,80.0,2023-01-10,400.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6650,banese me qira ne arberi,2,80.0,2023-01-10,320.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6651,banese me qira te sllovenia sporti,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6652,banese me qira ne lagjen e spitalit,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6653,banese me qira ne tophane,1,60.0,2023-01-10,220.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6654,banese me qira ne arberi,1,55.0,2023-01-10,230.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6655,banese me qira ne qender,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6656,banese me qira ne dardani,1,40.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6657,banese me qira ne tophane,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6658,banese me qira ne tophane,1,60.0,2023-01-10,230.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6659,banese me qira ne lagjen bregu i diellit,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6660,banese me qira ne lagjen ulpiana,1,40.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6661,banese me qira ne pejton,1,65.0,2023-01-10,290.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6662,banese me qira ne fushe kosove,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6663,banese me qira te parku i qytetit,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6664,banese me qira ne arberi,2,80.0,2023-01-10,350.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6665,banese me qira ne lagjen ulpiana,1,40.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6666,banese me qira te sllovenia sporti,1,60.0,2023-01-10,260.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6667,banese me qira ne rrugen c,2,90.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6668,banese me qira ne rrugen b,1,60.0,2023-01-10,260.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6669,banese me qira ne lagjen bregu i diellit,1,65.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6670,banese me qira ne qender,1,74.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6671,banese me qira te 4 llullat,1,65.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6672,banese me qira ne lakrishte,1,65.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6673,banese me qira ne lakrishte,2,80.0,2023-01-10,450.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6674,banese me qira ne lagjen ulpiana,1,65.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6675,banese me qira ne rrugen b,2,91.0,2023-01-10,500.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6676,banese me qira ne lagjen e muhaxhereve,1,60.0,2023-01-10,230.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6677,banese me qira ne lagjen e spitalit,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6678,banese me qira te mati 1,1,65.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6679,banese me qira ne lagjen e spitalit,2,96.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6680,banese me qira mbrapa rruges b,2,80.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6681,banese me qira ne emshir,3,90.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6682,banese me qira ne lagjen ulpiana,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6683,banese me qira ne lagjen ulpiana,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6684,banese me qira ne rrugen b,1,50.0,2023-01-10,190.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6685,banese me qira te sllovenia sporti,2,85.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6686,banese me qira te sllovenia sporti,1,70.0,2023-01-10,270.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6687,banese me qira ne dardani,2,70.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6688,banesa 95m2 me qira te muhaxheret rozi,2,95.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6689,banese me qira ne emshir,1,65.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6690,banese me qira ne lagjen bregu i diellit,2,70.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6691,banese me qira ne arberi,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6692,banese me qira ne lagjen ulpiana,1,60.0,2023-01-10,220.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6693,banese me qira ne lagjen bregu i diellit,1,45.0,2023-01-10,170.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6694,banese me qira ne aktash,2,120.0,2023-01-10,300.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6695,banese me qira ne dardani,1,45.0,2023-01-10,180.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6696,banese me qira ne qender,1,55.0,2023-01-10,550.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6697,banese me qira ne emshir,1,73.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6698,banese me qira ne tophane,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6699,banese me qira ne rrugen b,3,96.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6700,banese me qira ne lakrishte,1,65.0,2023-01-10,270.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6701,penthouse me qira ne arberi,2,160.0,2023-01-10,500.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6702,banese me qira ne lagjen e muhaxhereve,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6703,banese me qira ne lagjen bregu i diellit,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6704,banese me qira ne lagjen e spitalit,2,80.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6705,banese me qira ne lagjen ulpiana,2,80.0,2023-01-10,330.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6706,banese me qira ne pejton,2,80.0,2023-01-10,400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6707,banese me qira ne pejton,1,65.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6708,banese me qira ne lagjen bregu i diellit,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6709,banese me qira ne lagjen bregu i diellit,1,55.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6710,banese me qira ne lagjen e muhaxhereve,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6711,banese me qira ne dardani,1,55.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6712,banese me qira ne lagjen ulpiana,1,30.0,2023-01-10,190.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6713,banese me qira ne dardani,1,65.0,2023-01-10,280.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6714,banese me qira ne qender,1,65.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6715,banesezyre me qira ne mati 1,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6716,banese me qira ne dardani,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6717,banese me qira ne lagjen ulpiana,1,50.0,2023-01-10,220.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6718,banese me qira ne lagjen e spitalit,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6719,banese me qira ne qender,1,60.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6720,banese me qira ne lagjen ulpiana,2,70.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6721,banese me qira ne lagjen bregu i diellit,3,100.0,2023-01-10,400.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6722,banese me qira ne lagjen e spitalit,2,70.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6723,banese me qira ne mati 1,1,60.0,2023-01-10,230.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6724,banese me qira ne lagjen mati 1,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6725,banese me qira ne dardani,1,50.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6726,banese me qira ne lagjen prishtina e re,2,95.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6727,banese me qira ne emshir,2,85.0,2023-01-10,270.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6728,banese me qira ne lagjen e spitalit,1,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6729,banese me qira ne dardani,2,80.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6730,banese me qira ne lagjen bregu i diellit,1,60.0,2023-01-10,220.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6731,banese me qira ne lagjen e spitalit,1,60.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6732,banese me qira ne taslixhe,1,65.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6733,banese me qira ne arberi,2,110.0,2023-01-10,250.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6734,banese me qira ne lagjen ulpiana,2,70.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6735,banese me qira ne lagjen e spitalit,2,70.0,2023-01-10,300.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6736,banese me qira te parku i qytetit,1,50.0,2023-01-10,200.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6737,banese me qira ne velani,1,55.775165849437556,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6738,banese me qira ne ulpiane,2,3453.374379723643,2023-01-10,550.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6739,banese me qira ne dardani,1,36.0,2023-01-10,220.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6740,banesezyre me qira ne emshir,2,87.0,2023-01-10,400.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6741,banese me qira ne dardani,1,40.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6742,banese me qira afer shkolles fillore gjergj fishta,3,5454.5353300733495,2023-01-10,500.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6743,banese me qira ne lagjen e muhaxhereve,1,55.775165849437556,2023-01-10,290.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6744,banese me qira ne arberi,2,3453.374379723643,2023-01-10,500.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6745,leshohet baneszyre me qira te qafa,2,60.0,2023-01-10,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6746,leshohet kat shtepie me qira ne veterrnikafer spitalit amerikan,1,55.775165849437556,2023-01-10,150.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6747,banese me qera ne dardani,2,60.0,2023-01-10,350.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6748,banesa 64m2 me qira te bregu i diellit rozi,1,64.0,2023-01-10,400.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6749,banesa 97m2 me qira ne aktash rozi,2,97.0,2023-01-10,500.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6750,banes 11 n lagjen mati 1,1,55.775165849437556,2023-01-10,240.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6751,banes 11 n kalabriemshir,1,60.0,2023-01-10,270.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6752,banesa  zyre 93m2 me qira te rruga b rozi,2,93.0,2023-01-09,550.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6753,banesa 100m2 me qira te mati 1 rozi,3,100.0,2023-01-09,485.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6754,ofrohet me qira banesa 60m afer shkolles gjergj fishta  dream home,2,60.0,2023-01-09,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6755,banes me qira n tophane,2,80.0,2023-01-09,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6756,ofrohet pr qera banesa n prishtin,1,65.0,2023-01-09,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6757,banese me qera ne dragodan,2,56.0,2023-01-09,400.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6758,banesa 80m2 me qira ne arberi  dragodan rozi,2,80.0,2023-01-09,500.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6759,banes me qira n qendr,1,65.0,2023-01-09,400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6760,banes me qira te elena gjika,1,65.0,2023-01-09,270.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6761,banese me qira te 4 llullat,2,70.0,2023-01-09,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6762,banese me qira ne ulpiane,1,55.775165849437556,2023-01-09,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6763,banes me qira n fush kosov,3,89.0,2023-01-09,270.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6764,banese me qira ne lagjen bregu i diellit,1,60.0,2023-01-09,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6765,banese me qera tek hotel siriusi,1,60.0,2023-01-09,240.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6766,ofrohet me qira banesa 76m ne breg diellit  dream home,2,76.0,2023-01-09,200.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6767,leshohet banesa me qira ne fushkosov tek stacioni policor,2,80.0,2023-01-08,150.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6768,zyre me qera ne dardani,1,22.0,2023-01-08,220.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6769,banesa 84m2 me qira te bregu i diellit rozi,2,84.0,2023-01-08,350.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6770,banesa 90m2 me qira ne lakrishte rozi,2,90.0,2023-01-08,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6771,banese me qera tek prishtina e re,2,58.0,2023-01-07,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6772,banes me qira n lagjen e spitalit,2,95.0,2023-01-07,350.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6773,banes me qira n qendr,2,80.0,2023-01-07,330.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6774,banes me qira n rrugen b,2,85.0,2023-01-07,450.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6775,banes me qira n rrugn b,1,60.0,2023-01-07,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6776,banes me qira n ulpian,1,60.0,2023-01-07,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6777,banes me qira n rrugn c,1,60.0,2023-01-07,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6778,banese me qera tek shkolla pavarsia,2,65.0,2023-01-07,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6779,banesa me qera ne lagjen ulpiana,2,60.0,2023-01-07,280.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6780,ipet banesa me qira ne rrugen b mati 1,2,107.0,2023-01-06,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6781,banese moderne me qira ne mati 121,2,85.0,2023-01-06,450.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6782,banese me qira ne ulpiane21,2,80.0,2023-01-06,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6783,banese me qira ne qender,1,40.0,2023-01-06,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6784,banese me qira ne lagjen ulpiana21,2,75.0,2023-01-06,350.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6785,banese me qira ne lagjen emshir21,2,75.0,2023-01-06,300.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6786,banese me qira ne lagjen dardani21,2,85.0,2023-01-06,300.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6787,banese me qira te 4 llullat21,2,70.0,2023-01-06,290.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6788,banese me qira ne qender21,2,70.0,2023-01-06,450.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6789,banese me qira ne emshir11,1,65.0,2023-01-06,200.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6790,banese me qira ne dardani21,2,75.0,2023-01-06,350.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6791,banesa me qera ne bregun e diellit,3,75.0,2023-01-06,250.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6792,banese me qira te qafa,2,93.0,2023-01-06,400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6793,banese me qira ne emshir,1,60.0,2023-01-06,200.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6794,garsoniere me qera ne lagjen arberi,1,40.0,2023-01-06,200.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6795,banese me qira te qafa 11,1,52.0,2023-01-06,250.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6796,banese me qira lagjen ulpiana,2,80.0,2023-01-06,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6797,super banese me qira ne lagjen mati 1,3,120.0,2023-01-06,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6798,banese  garsoniere  me qira,1,35.0,2023-01-06,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6799,banese  garsoniere  me qira ne ulpiane,1,27.0,2023-01-06,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6800,leshohet me qira kat i shtepise ne lagjen pejton,1,65.0,2023-01-06,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
